user_id,date,session_type,km_total,has_double,double_session_type,double_km,is_break_week,sessions,duration_min,avg_hr_bpm,pace_min_per_km,elev_gain_m,kms_z3_4,kms_z5_t1_t2,kms_sprinting,cadence_spm,gct_ms,stride_length_cm,vertical_oscillation_cm,gct_balance,training_load,device_worn,missing_hrv,missing_rhr,missing_sleep,missing_stress,missing_resp,missing_temp,wear_7d_rate,rhr_bpm,hrv_ms,sleep_hours,stress_score,resp_rate_rpm,skin_temp_c,strength_training,hours_alternative,perceived_exertion,perceived_trainingSuccess,perceived_recovery,hrv_rmssd,hrv_sdnn,hrv_pnn50,sleep_efficiency,sleep_quality,deep_sleep_hours,load_acute7,load_chronic28,acwr,training_monotony,readiness_score,fitness,injury_proneness,injury_resilience,rest_day_frequency,illness_onset,illness_ongoing,injury_onset,injury_ongoing,injury_severity,recovery_duration,return_period_duration,days_since_recovery_end,injury_next_7d,illness_next_7d,long_run_spike_risk,long_run_spike_category,spike_absolute_risk,sprinting_absolute_risk,has_long_run_spike,had_spike_last_7d,consecutive_hard_days,consecutive_hard_risk,has_2plus_consecutive_hard,has_3plus_consecutive_hard,hard_sessions_count_7d,high_intensity_count_risk,has_3plus_hard_sessions_7d,has_4plus_hard_sessions_7d,has_5plus_hard_sessions_7d,volume_multiplier,intensity_multiplier
1,2023-01-01,easy,1.344,0,,0.0,False,1,9.71,132.7,7.223,59.0,0.0,0.0,0.0,162.4,260.6,200.0,6.2,0.503,1.420360378296116,1,0,0,0,0,0,0,1.0,63.668208284821375,23.870995123882594,5.556431064860637,95.0,15.265070467602596,36.644399080878514,0,0.0,6.228698287288744,0.0,4.803629452162841,20.290345855300203,28.64519414865911,0.0,0.8918357148271097,6.193775874837322,1.4340770943547465,9.098837856624971,11.238090142197152,0.8096426467356506,1.1363572093448608,50.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-02,easy,1.167,0,,0.0,False,1,8.27,130.2,7.088,51.0,0.0,0.0,0.0,162.6,238.5,200.0,5.0,0.497,1.0932832249685271,1,0,0,0,0,0,0,1.0,63.13275566257828,25.02262929930728,6.421962770862501,95.0,14.796174202361629,36.55179596123708,1,0.1837321239260202,6.109478085286327,0.0,3.9831236294322663,21.26923490441119,30.027155159168736,0.0,0.9553701782907216,7.144736225676136,1.654792826243984,6.501429274604278,11.00681000903174,0.5906732903171928,1.5474742740948335,50.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-03,easy,1.194,0,,0.0,False,1,8.12,126.8,6.802,0.0,0.0,0.0,0.0,160.6,257.8,200.0,7.4,0.505,1.1367135307245892,1,0,0,0,0,0,0,1.0,64.69587127266384,28.00680895448383,6.709631619535,95.0,14.346704456735436,36.53378600753201,0,0.0,4.079167744919377,0.0,2.4832696539116683,23.805787611311256,33.6081707453806,0.0,0.9451710992118304,7.470835366405929,1.7685495406054998,7.638142805328867,10.661777783696976,0.7164041723514676,2.343470648662863,50.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-04,easy,1.54,0,,0.0,False,1,10.66,119.4,6.925,0.0,0.0,0.0,0.0,159.9,242.5,200.0,6.6,0.45,1.4844765174036971,1,0,0,0,0,0,1,1.0,63.52511647990816,31.004657629344656,5.825296795560061,95.0,13.578312675471985,,0,0.0,5.332854052607804,0.0,6.071998929836505,26.353958984942956,37.20558915521359,0.0,0.9371603487798684,5.78806159278033,1.2262249937795575,7.618475925933153,11.032896913047898,0.6905235583593385,2.3497882265023953,65.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-05,easy,0.997,0,,0.0,False,1,8.0,122.3,6.939,0.0,0.0,0.0,0.0,159.8,257.2,200.0,9.8,0.48,0.9119344411494468,1,0,1,0,0,0,0,1.0,,31.460412871225326,6.162732873385942,95.0,14.784855655259166,36.61327443936138,0,0.2953166904353252,5.0199753792332,0.0,1.9649534419453312,26.74135094054153,37.75249544547039,0.0,0.907874161376708,6.595509373408296,1.871881837793988,8.5304103670826,10.659382588474648,0.8002723887623316,6.730312642704371,65.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-06,easy,1.108,0,,0.0,False,1,8.0,126.5,7.13,26.7,0.0,0.0,0.0,163.0,236.2,200.0,8.4,0.504,1.198065235532467,1,0,0,0,1,0,0,1.0,62.96781049963904,32.591418042960456,6.2922400106614695,,14.761298024029909,36.61014908337009,0,0.0,5.332845018650904,7.346767019458673,6.481434201051945,27.702705336516388,39.10970165155255,0.0,0.8887936950126536,6.322082254693636,1.384028587440982,8.503417525378776,10.409841833499527,0.8168631997030967,6.7049632394164576,75.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-07,easy,1.547,0,,0.0,False,1,11.22,128.3,7.254,0.0,0.0,0.0,0.0,152.9,229.3,200.0,8.8,0.528,1.5448525641649289,1,0,0,0,1,0,0,1.0,61.70989882065128,25.504802425472928,6.462228846285551,,13.332858318541197,36.62062499053022,0,0.0,3.8773468945147656,0.0,5.255626333141518,21.67908206165199,30.605762910567513,0.0,0.9181785624745704,6.026194406098628,2.0163468182939903,8.789685892239772,10.361128515585175,0.8483327883333914,5.82663138436544,60.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-08,easy,1.535,0,,0.0,False,1,11.2,127.0,7.296,75.1,0.0,0.0,0.0,158.6,215.4,200.0,6.6,0.487,1.5730870262015453,1,0,0,1,0,0,0,1.0,62.33936101828851,33.628300283294784,,95.0,14.86211964569192,36.55228765998908,0,0.4643819601652382,5.038882990218373,0.0,5.982105213264158,28.584055240800566,40.35396033995374,0.0,0.9205966751737724,7.759127216205168,1.875586450419138,8.9424125401452,10.13289779728602,0.882512765502042,5.3751343867767245,75.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-09,long,3.761,0,,0.0,False,1,26.85,135.4,7.138,62.1,0.0,0.0,0.0,154.7,264.1,200.0,8.6,0.457,4.350899529943661,1,0,0,0,0,0,0,1.0,62.66721389018598,36.04104921765086,6.036093938049881,95.0,14.957215300964853,36.47817170573328,1,0.0,6.0421303341143355,5.627509705486815,3.0724903520830917,30.634891835003227,43.24925906118103,0.0,0.8578756894372619,5.608802528305951,1.3590446262086069,12.200028845120336,10.865285356068226,1.1228446674400498,1.601399735175231,75.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,1.64,1,0.04331,0.0,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
1,2023-01-10,rest,0.0,0,,0.0,False,0,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,1,0,0,0,0,0,1,1.0,63.27819044702437,39.51475116206416,5.576292631243532,95.0,13.326147821536589,,1,0.0,-0.01,-0.01,-0.01,33.587538487754536,47.417701394476985,0.0,0.941786113546545,6.0617240787739455,1.5241642011673655,11.063315314395744,10.114772659487803,1.0937778428702845,1.2737654718447793,75.0,0.15,0.188,0.677,0.176,0,0,0,0,,,,999,0,0,0.0,0,0.04331,0.0,0,1,0,0.0,0,0,0,0.0,0,0,0,1.0,1.0
